Group,Organization,Closing_Code,Type_of_Submission,Impact_Summary,Activity,Day_Time_MW,Outage_Duration,Headline_Description,Closing_Type,Prime_Element,ITIL_Severity,SRED
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,MW,0.0,"Headline: 0947-510-West Region vCSCF/vSGB integration with MOUMSC2/TOUMSC2

Description: This MOP provides the details to add the West Region vCSCF: VA2CSCF01 and ED2CSCF01 and vSBG: VA2SBG02 and ED2SBG01 towards MOUMSC2/TOUMSC2. The SIP Hosts, SIP Routes and MSC internal routing table will be configured in this MOP. Ping tests towards all Hosts are also included in the MOP. The B-number table and routing case configuration for IMRN/T-CSI prefix/STN-SR will be completed by another two traffic work orders. No IPLB routing changes should be needed as confirmed by Switch Engineering. Health check TCMs are to be executed. The complete End-to-end testing is out of this MOP?s scope, as it will be performed as part of the vIMS nodes ATP.


PMs for this project are Rabeeah Alvi (647-294-8880) and Khurram Khan (416-305-8653).",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #753478

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: RCMIN & RCSIN IP port configuration

Description: NPT000000154886,
vCCAP Harmonic FOA is Extremely urgent request 

",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Change,MW,0.0,"Headline: W0021 New IP Address

Description: Provide new IP address for RCATS Probe at SUNLIFE (W0021)

Re-configure A2-W0021-02 Port 4/10 for RCATS-GTW-CAL-01 with new IP Address.
The IP block (/24) that the RCATS belongs to will be re-purposed for SK 5G/Uplift project.",No Issues,A2/S2,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # C4304-TWO-0501-450-001-A site: ELMIRA TOWN - 

Description: BR - Define new cell site data in MTAS

""LTE CELL Name
(CELL_SITE)""
K49JX4
K49JX5
K49JX6
K49JXA
K49JXB
K49JXC
Location Code
C4304
",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,Other,Other,MW,0.0,"Headline: X201062 RCBIN BAU Capacity upgrade Akamai ports on DGW01.YM

Description: 2.3 Scope of Work (NCT ? Description)
Migrate BE101  Akamai ports on DGW01.YM SLOT 0 to SLOT 18",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: MTA, Scripting to auto purge mail queue on 4 MTA servers

Description: MTA, Scripting to auto purge mail queue on 4 MTA servers",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: eWO # NATIONAL-MOP-0947-540-010-A site: NATIONAL -  ProjectName:

Description: Add IP routes in Primary Enum  Master for new vIMS edge integration (NSA)",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,Other,Other,MW,0.0,"Headline: Load EPA-216 in TOUMSC2 IPLB

Description: This patch is a pre-requisite for upcoming 18.3 Software Upgrade.",No Issues,Other,P2,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: CACF Leaf Post Activation-LFS03A.BAOL ORILLIA -POOR2-DT

Description: Common Access Connectivity Fabric (Service/Access Leaf) Activation. The wok will be conducted on one element per NCT:
LFS01A.BAOL
LFS02A.BAOL
LFS03A.BAOL
LFA001A.BAOL
LFA002A.BAOL
LFA003A.BAOL
LFA004A.BAOL
LFA005A.BAOL",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Other,MW,150.0,"Headline: S2 IOS upgrade for C1996 & C2207

Description: S2 IOS upgrade for C1996 & C2207
Each site will be upgraded individually. 
STR reports can be found in below folder: 
C0000-EP-8520-002-1-701-A",No Issues,A2/S2,P3,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: DNS Requests Ticket #573671

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,"Planning, Development and Core Eng",Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: vIMS West integration with ENM

Description: vAFG integration with ENM.
vCSCF integration with ENM.
vSBG integration with ENM
vMTAS integration with ENM",Other,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,Other,Other,MW,60.0,"Headline: ESS Field Trial-Adjust LTE and NR parameters MW

Description: Ericsson to adjust traffic impacting LTE and NR parameters during ESS field trial
Implementer from Ericsson: Luis David Duran",Other,Other,P3,0
IPRAN Operations,Network Management and Ops,Other,Normal,Other,Other,Day Time,20.0,"Headline: E0632 IPRAN upgrade Commissioning,

Description: E0632  migration

E0632-EP-0620-002-BC1-A

Migrate HSPA, LTE, 5G and S1-E0193-01 from S2-E0632-01 to New NCS540 A2L-E0632-01 (on OSPF
#0.0.6.2)
- Change LTE and 5G Nodes from 1GE to 10GE connections facing Cisco device
- No IP Scheme Change
- Migrate S1-E0193-01 from S2-E0632-01 to A2L-E0632-01
* Service affecting: Yes.

For October site 5G /600 in service: Due to unavailability of Field ops and IPRAN ops night time MW and also the Service affecting :Yes HSPA and LTE but will be only one technologies at a time and less than 20 minutes for each technology 
implementer will Ensure sites/sectors are soft locked or traffic has been gracefully moved.",Other,A2/S2,P3,0
Other,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: LAB CALL TESTING

Description: This request is for unblocking of SIP trunks towards the IMS lab for VoLTE/UCC traffic. This was blocked to mitigate fraud activities. We need these unblocked to conduct lab testing and will block them again at the end of the day.
Note: This activity is reused by multiple ongoing projects to unblock & block the links on production MSCs.

MOP has been attached for your reference.",Other,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 8535-001-MS1 TSP VM/HW ATP & iATP-Day9

Description: The purpose of this document is to verify and test the operational state of Sandvine SDE (Subscriber Policy Broker) server elements following the completion of physical installation and base commissioning.",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO #PT06-MOP-X192990.01-004-A site-PT06-ProjectX192990.01

Description: DGW01/02.GRNSBR Port Activations for cmts79.grnsbr - Capacity Augmentation cmts79.grnsbr

Trunk 1
CMTS79.GRNSBR xgig 6/4 A3 tap05.mod03.grnsbr B3 DGW01.grnsbr Te0/0/0/3/3 
CMTS79.GRNSBR xgig 6/5 A4 tap05.mod03.grnsbr B4 DGW01.grnsbr Te0/0/0/3/4
CMTS79.GRNSBR xgig 6/6 A1 tap05.mod04.grnsbr B1 DGW01.grnsbr Te0/0/0/3/5
CMTS79.GRNSBR xgig 6/7 A2 tap05.mod04.grnsbr B2 DGW01.grnsbr Te0/1/0/4/6


Trunk 2
CMTS79.GRNSBR xgig 7/4 A3 tap06.mod03.grnsbr B3 DGW02.grnsbr Te0/0/0/3/3 
CMTS79.GRNSBR xgig 7/5 A4 tap06.mod03.grnsbr B4 DGW02.grnsbr Te0/0/0/3/4
CMTS79.GRNSBR xgig 7/6 A1 tap06.mod04.grnsbr B1 DGW02.grnsbr Te0/0/0/3/5
CMTS79.GRNSBR xgig 7/7 A2 tap06.mod04.grnsbr B2 DGW02.grnsbr Te0/1/0/4/6",No Issues,CMTS,P4,0
Other,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: vIMS (vCSCF-vMTAS-vSBG-vAFG-pre-prod configuration-validation

Description: This MOP is to create the daily NCTs to allow pre-prod west region vIMS nodes (vCSCF, vMTAS, vSBG, vAFG) configuration change. It will also include some validation testing such as configuration validation, IP flows/links validation, etc.",Other,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: A0285: Open Port for comisionning

Description: A0285: Open Port for comisionning only one Cell 
SMALL CELL 9816-004 ? Georgestown (ANL004)",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Spine-Leaf Device Activation Kitchener-LFA019A.KTGC  PG07

Description: Common Access Connectivity Fabric (Service/Access Leaf) Activation. The wok will be conducted on one element per NCT:
LFS01A.KTGC
LFS02A.KTGC
LFS03A.KTGC
LFS04A.KTGC
LFS05A.KTGC
LFS06A.KTGC

LFA001A.KTGC
LFA002A.KTGC
LFA003A.KTGC
LFA004A.KTGC
LFA005A.KTGC
LFA006A.KTGC
LFA007A.KTGC
LFA008A.KTGC
LFA009A.KTGC
LFA010A.KTGC
LFA011A.KTGC
LFA012A.KTGC
LFA013A.KTGC
LFA014A.KTGC
LFA015A.KTGC
LFA016A.KTGC
LFA017A.KTGC
LFA018A.KTGC
LFA019A.KTGC
LFA020A.KTGC
LFA021A.KTGC
LFA022A.KTGC
LFA023A.KTGC",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: MTA, Add  VM- Webin Box in  MTA allow list ( 4MTA VMs)

Description: MTA, Add  VM- Webin Box in  MTA allow list ( 4MTA VMs)",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: CRVMAS MSTORE Mem leak  patch -Montreal

Description: The MSTORE patch is expected to resolve the Mem leak that were observed on all MSTORE nodes and the coredump  seen on a daily basis on all 22 Mstores.
This is the standby node, no impact on service or provisioning",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: RMHLONDN-X201872.01- EBU-MACKENZIE HEALTH-TRANSPORT

Description: Remove test set for: Map circuit, RFC and BERT link from VGHNONLBO2D-901 / 1 / 7 / 1 to RMHLONDNO2D-001 / 1 / 6 / 4

Note, this is back-up ticket",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Srvc=Classic & FOA = NO - MPEG4 Channel lineup test

Description: During this activity test STB will be modified for packaging to get mpeg4 lineup and mpeg4 sources will be tested. MPEG4 channel map (not in production) will be updated if requires any fix.",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,MW,0.0,"Headline: 0943-700 Deployment of New Netnumber STP and EMS in Toronto

Description: Migration of existing Tortek STP LSL and HSL TDM traffic to new TO3 EDGE1 and EDGE 2 in TO3. 

NOTE: This is not service affection because links will already be taken down in STP logically before  site tech move the cross connects in DACS",Other,Other,P4,0
Other,Network Management and Ops,Cancelled,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: DMS 250 Daylight Savings Time change

Description: Non-service affecting. Maintenance table modification to adjust to the Time change from Standard Time to Daylight Savings Time; This activity will include all 5 DMS 250 switches. 2 in Toronto, 1 in Montreal, ! in Calgary and 1 in Vancouver",Other,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # C6831-TWO-8960-284-001-A site: WEST & WELLINGTON SQUARE - 

Description: BR - Correct cell site data (ERN) in LRF

""LTE CELL Name
(CELL_SITE)""
K51WPX4
K51WPX5
K51WPX6
K51WPXA
K51WPXB
K51WPXC
Location Code
C6831
",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,MW,0.0,"Headline: Port Opening- BB Uplift Project BC

Description: IPRAN Team will open Cisco Ports for Ericsson Base band Integration 

W2756 ALDERGROVE TOWN

Two PWO:-
https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/7514-163//W0000-EP-7514-163-E01-A/W0000-EP-7514-163-E01-A.pdf

https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-101//W0000-EP-0913-101-N14-A/W0000-EP-0913-101-N14-A.pdf",No Issues,A1/S1/CSDx,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: X182680.02 RCBIN Stub Links PNPK [DWDM 6500] LH NB#1

Description: To decom6 10GE RCBIN Links within LH NB OTU4 between PNMC-PNPK",No Issues,Other,P4,0
Other,"Planning, Development and Core Eng",Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Provision Switchover from EDA-BDG to EDA-PRE-PROD

Description: The purpose of this activity is switchover provisioning to upgraded node and soak traffic. This will allow us to take one instance of production node out of for software upgrade.

Switch Control to failover provisioning from EDA-BRIDG to EDA-PRE-PROD
ISV to validate service testing",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Preloading Only,MW,0.0,"Headline: PWO review and Pre load - For- 6 Sites

Description: W4147 C22M ALYTH YARD
W4416 C25AG Broadview
W5342 E71AA CALLINGWOOD WEST
W2503 C23AC STAMPEDE PARK 2
W4156 C46M HARRIS REBAR
W5364 ESP STONY PLAIN NORTH",No Issues,A2/S2,P4,0
Other,Network Management and Ops,Cancelled,Normal,Other,Other,Day Time,10.0,"Headline: sehq-megantic.apn failover test

Description: BGPM2M and static IP apn with two egress point
Traffic Failover for  sehq-megantic.apn
It has been discussed with Cx and Cx is fully aware of outage and he wants to do this activity in day time window. Cx is not available for any other day so we have to prioritise it.
Total Cx count=10",Other,Other,P3,0
IP Core,Network Management and Ops,Completed,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Change MIC 1/1 on IGW02.FRONT

Description: objective of the activity is to Change MIC 1/1 on IGW02.FRONT",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Configuration Preloading Only,MW,0.0,"Headline: Review and Pre laoding - 9 Sites

Description: IPRAN TX ready for Ericsson 5G NR add.

W5174 WOODWARDS LANDING
W5185 HARBOUR VILLAGE
W5216 CARNARVON PARK
W5219 GEORGIA ST & HOMER ST
W5229 KINGSWAY & SUSSEX AVE
W5230 KEEFER PLACE
W5234 SOUTH METROTOWN
W5239 JONATHEN ROGERS PARK
W7127 E 5TH AVE & ONTARIO ST


https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/0913-101//W0000-EP-0913-101-N32-A",No Issues,A1/S1/CSDx,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Base Config Capacity upgrade dSDE Build dgw70/71.abcgy PRB03

Description: X190061 Base Config Capacity upgrade dSDE Build dgw70/71.abcgy PRB03 ---DAY TIME - No Impact - 1/2",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #555053

Description: ADD/CHANGE/DELETE DNS RECORDS",No Issues,Other,P4,0
